question,company,rating,position,date,comments
"They asked questions related to machine learning and Deep Learning,and then some python codes",Interviewed at Capsitech IT Services,3.7,AI/ML Engineer,13 Nov 2024,0
Based on Projects and resume.,Interviewed at Metaverse Ventures,3.1,AI LLM Engineer,28 Feb 2024,0
"What is bias and variance ?
what is prompt engineering ?",Interviewed at Pibit.ai,3.6,AI/ML Intern,29 Jul 2024,0
What is quantization in model deployment,Interviewed at Tether,3.1,Embedded AI Engineer,1 Aug 2024,0
"Explain in detail how the self-attention mechanism in a standard Transformer model works, and propose modifications or variants that reduce this complexity while maintaining performance.",Interviewed at Cerebry (Singapore),3.2,AI Developer,1 Oct 2024,0
After clearing the coding round they usually assign you to a relevant project,Interviewed at IoTIoT,4.2,AI Intern,21 Aug 2024,0
What do you mean by Artificial intelligence?,Interviewed at Algomox,2.9,AI Developer,20 Sept 2023,0
About My previous works and projects,Interviewed at Watad Group Enterprises,3.7,AI/ML Engineer,25 Dec 2023,0
Quel type de réseau de neurones utiliseriez vous pour déterminer la présence de molécules dans un spectre ?,Interviewed at IRIT,4.4,AI Engineer Intern,27 Jan 2023,0
Introduction and questions based on projects and assessment,Interviewed at NSquare Xperts,4,AI Intern,6 Jun 2024,0
"What kind of AI tools on this list have you heard of?
How would you design an automation system?",Interviewed at Unified Network Information Services,2.2,AI &amp; Automation Specialist,10 Jan 2025,0
Experience with a variety of AI tools. Latest information on AI Development like GPT-4o1,Interviewed at IgniteTech,3.6,AI Innovation Specialist,23 Sept 2024,0
"What is the difference between git fetch and git pull?
How can you compare two ML algorithms from a cost point?",Interviewed at Delta Air Lines,4.2,AI Software Engineer,13 Apr 2022,0
Where do you see yourself in 5 years?,Interviewed at Roke Manor Research,2.7,Graduate AI Engineer,23 Jul 2022,0
- Present your work - What type of difficulty ddid you face? - AI/ Machine learning general question related,Interviewed at Levio,3.7,AI Developer,20 Dec 2022,0
Talk in detail about a project you were responsible for end to end and describe your decisions made and thought process.,Interviewed at Conductor,4,AI/ML Engineer,27 Jul 2023,0
Details about projects and internship,Interviewed at PropertyLoop,4.5,AI Engineer,8 Nov 2024,0
"Internship experience, situational type questions, what would you do if your co-worker doesn't cooperate with you",Interviewed at Thorogood,3.8,Data &amp; AI Consultant,23 Sept 2024,0
Based on project - how data is processed,Interviewed at Thorogood,3.8,Data and AI Consultant,22 Jan 2025,0
What were some previous Machine learning models you worked with,Interviewed at ABN AMRO,4,AI Developer,30 Nov 2023,0
"What is bias in machine learning, and why is it important?",Interviewed at TMA Solutions,3.6,AI Engineer Intern,19 May 2024,1
What is the difference between regression and classification,Interviewed at Tecnotree,3.5,AI intern,19 Jul 2024,0
How much Nvidia Deepstream experience do you have?,Interviewed at Assert AI,3.9,AI Engineer,10 Sept 2024,0
Find the column with the maximum standard deviation in a dataframe .,Interviewed at Two Sigma,4,AI Research Intern,10 Oct 2023,0
Where do you see after 5 years,Interviewed at HealthPointe Solutions,1,AI Engineer,14 Feb 2025,0
Q: Use cases for different bots,Interviewed at Leena AI,3.6,AI Analyst,29 Aug 2022,0
Q: Use cases for different bots,Interviewed at Leena AI,3.6,AI Analyst,29 Aug 2022,0
Tell me about yourself and projects you have worked on.,Interviewed at NetEdge Computing Solutions,3.5,AI/ML Intern,14 Feb 2024,0
No questions. they just talked about their project.,Interviewed at onsemi,3.4,AI/ML Intern,10 Mar 2023,0
"Tell us about your past experience, and what you have achieve",Interviewed at 4A Games,3.7,AI Programmer,19 Feb 2025,0
"1. Python basics
2. OOPS
3. Machine Learning
4. LLMs",Interviewed at Enterprise Minds,4.2,Trainee AI/ML Engineer,19 Feb 2025,0
"They mainly focused on 
Python
OOPS concept
and Machine Learning.",Interviewed at Enterprise Minds,4.2,AI-ML TRAINEE,19 Feb 2025,0
"Standard collection of questions aimed at discerning the potential fit for the team, as well as focused questions meant to help identify proper experience.",Interviewed at KUNGFU.AI,4.9,AI Strategist,2 Feb 2024,0
Define ML in your words.,Interviewed at Rysun Labs,4.1,AI/ML Engineer,4 Sept 2024,0
The projects in Resume and explain them. Will ask some technical question about projects before.,Interviewed at AARP,4.1,"App Developer, AI",13 Jan 2019,0
"What RAG similarity formulas are there?
What ones did you use?
How do you store and retrieve RAG datasets?",Interviewed at BlueCat,3.8,AI Software Engineer,30 Jan 2025,0
Do you have experience with developing AI apps?,Interviewed at Victor,3.4,AI Python Developer,19 Apr 2024,0
1. What is Batch Normalization and how does it help to reduce overfitting?,Interviewed at Graymatics,2.7,AI Algorithm Engineer,19 Jun 2023,0
"- Why are you interested in this role/company
- previous work experience 
- Some basic technical questions but not difficult to answer",Interviewed at Ping An Technology,3.4,AI Product Manager Intern,7 Apr 2021,0
AI releated questions and basic questions,Interviewed at Thirumoolar Software,4.1,AI Researcher,18 Apr 2024,0
They will be asking basic hr questions,Interviewed at Thirumoolar Software,4.1,AI Researcher,9 May 2024,0
What is decorator in python?,Interviewed at Thirumoolar Software,4.1,AI Researcher,29 Dec 2023,0
They just talk about your previous experience,Interviewed at Hy.ly,2.8,AI/ML Engineer,27 Jan 2024,0
1. i actually forgot :D but it's just a array-like and string algorithm,Interviewed at Kecilin,4.4,AI Engineer Intern,7 Mar 2024,0
Product defensibility strategies in an AI-saturated market (particularly interesting as many tools now incorporate AI features).,Interviewed at Mentalyc,4.1,AI Product Manager,12 Nov 2024,0
"Questions from statistics, 
Chatbot building, multi agent , rag",Interviewed at Other Solutions,4.1,Gen AI Engineer,13 Feb 2025,0
"Questions from statistics, 
Chatbot building, multi agent , rag",Interviewed at Other Solutions,4.1,Gen AI Engineer,13 Feb 2025,0
examples of music generation AI architect,Interviewed at Serato,4.8,integration AI architect,12 Apr 2024,0
Come costruire un motore di ricerca di immagini,Interviewed at LUXOTTICA GROUP,3.6,AI Team Lead,1 Sept 2022,0
Tell me what you understand about Lazada.,Interviewed at Lazada,3.4,AI Business Consultant,9 Feb 2021,0
Mainly questions related to TA and some general questions.,Interviewed at AI Singapore,4.1,AI Apprentice,2 Mar 2022,0
Which language do you prefer to use in the project?,Interviewed at Radical AI,3.4,AI Engineer,9 Jul 2024,0
Any experience in data annotation.,Interviewed at CloudFactory,3.7,AI Data Annotator,21 Feb 2025,0
"Puzzle
 This puzzle was unfamiliar to me, and we discussed it for about 10-15 minutes. Knowing the answer
 wasn’t important they were more interested in my approach.",Interviewed at AuxoAI,4.4,AI/ML Engineer,1 Sept 2024,0
About your projects and more.,Interviewed at Rchilli,3.8,AI Expert,1 Oct 2023,0
Could you describe what you did in the projects which you did before.,Interviewed at Vanguard International Semiconductor,2.7,AI Engineer,8 Jul 2022,0
how do you practice HIPPA when talking to patients on a phone call?,Interviewed at Infinitus Systems,3.8,AI Trainer,24 Jun 2023,0
"she acknowledged my technical skill based on my resume and asked me to share what are my thoughts on AI and healthcare. She then asked what project have i done before that have gotten feedback from others and how i handled with those feedbacks. Then, she also asked what will be my main success strategy in my future career. At the end, i was asked if i had any questions to ask her. The entire interview lasted about 30 minutes and i was given a next stage interview by the end of this interview with her.",Interviewed at Infinitus Systems,3.8,AI Operator,8 Dec 2023,0
Q. Describe one of your projects on CV.,Interviewed at ShareChat,3.5,AI / ML Research Intern,16 Apr 2023,0
"What Data Argumentation, Regularisation, Logistic regression,pooling basic questions of ML",Interviewed at Wadhwani Institute for Artificial Intelligence,3.2,AI Engineering,12 Apr 2023,0
Domande su esperienze precedenti lavorative,Interviewed at Forte Village Resort,3.8,Cameriera ai piani,30 May 2023,0
"Tell me about YOLO, what is the difference between yolo v4 and v5?",Interviewed at EyeQ Tech,4.1,AI Engineer,1 Mar 2023,0
Can you explain me RAG and how it works?,Interviewed at Sunway Group,3.6,AI/ML Engineer,12 Oct 2024,0
"Describe the ROC-AUC graph (components, meanings, ...)",Interviewed at VNPAY,4.1,AI Engineer,22 Nov 2024,0
"No questions really, it was all based off the assessment results. So it was a phone call to discuss the offer details.",Interviewed at Innodata,3.5,Generative Ai Associate,17 Sept 2024,0
Tell me about you professional background.,Interviewed at Innodata,3.5,AI Trainer,6 Jun 2024,0
Mostly questions about my bachelor and diploma thesis since I am graduate. Then simple technical questions about Python and image processing.,Interviewed at Innovatrics,3.7,AI Data Creator,19 Jul 2024,0
Why do you want to work here?,Interviewed at Innodata,3.5,AI Associate,5 Jun 2024,0
How to detect outliers in a dataset?,Interviewed at CyShield,4.5,AI Engineer,9 Feb 2021,0
"Previous experience, a technical behavioral test.",Interviewed at Digiteq Automotive,4,AI Software Engineer,21 Jan 2022,0
"Explain the working of CNNs? And some very common Deep Learning questions. 
IQ: 
How much gallons of petrol is stored in a petrol station? 
How many total windows are there in Karachi? (all kinds of windows)",Interviewed at Cloud Primero,4.2,AI Engineer,6 Apr 2022,0
"Have you worked with this or that tool (e.g. Docker, Kubernetes for Dev/MLOps, Cloud platforms etc)",Interviewed at Asian Development Bank,4.2,AI Engineer,13 Aug 2023,0
Are you fluent in english?,Interviewed at Etiya,2.9,Senior AI Software Engineer,15 Jun 2021,0
"Final interview

1. Self intro
2. Why work in the telecom industry/ CMHK
3. How to promote chatbots
4. How beneficial would it be to invest in NLP (AI), given the huge cost incurred
5. In your experience working with chatbots, is it possible to displaying a webpage in the chatbot instead of just displaying a link
6. It was reported that only 60% of customer enquiries are addressed with chatbots, how do you improve that",Interviewed at China Mobile,3.4,AI Customer Service Management Trainee,30 May 2022,0
What’s your understanding of the future of AI?,Interviewed at Innodata,3.5,AI Strategiest,11 Oct 2023,0
what was the one that they asked you?,Interviewed at CyShield,4.5,AI Engineer,4 Dec 2023,0
"Describe the ROC-AUC graph (components, meanings, ...)",Interviewed at VNPAY,4.1,AI Engineer,22 Nov 2024,0
Background and to elaborate on your experiences.,Interviewed at Innodata,3.5,AI Language Specialist,24 Feb 2025,0
About machine learning models and activation functions,Interviewed at Wadhwani Foundation,4.2,AI engineer,25 Aug 2024,0
How many Japanese words do you know,Interviewed at Daikin,3.7,Big Data Analytics Using AI,12 Sept 2019,0
What are Thresholds set in Anomaly Algorithm? how did you draw to those conclusions?,Interviewed at Adani Group,3.6,AI Solution Architect,10 Mar 2024,0
"Who  U are?
How many yeas of experience ?
Did U work in this field before ?
Can U explain some computer science topics to 15 Years old children ?",Interviewed at iSchool,3.7,AI lecturer,30 Aug 2022,0
Tell me about your previous experiences,Interviewed at Giskard,3.6,AI Safety &amp; Security Researcher,17 Feb 2025,0
They asked the core question of the ai,Interviewed at Cosmic365AI,4.6,AI Intern,7 Jun 2024,0
Will you pay money for training?,Interviewed at ZenCorp Techno Solutions,2.9,AI Intern,19 Jun 2024,0
Not attended yet waiting for the interview,Interviewed at Unknowns,3.4,GO-AI Associate,20 Jul 2024,0
How do you ensure good culture in your team?,Interviewed at E-therapeutics,2.4,Senior AI Scientist,6 Feb 2025,0
Tell me something about a project you did in past and what issues did you face in that and how did you resolve it,Interviewed at Conestoga College,4.2,AI Developer,3 Jan 2025,0
Advanced Program in Python . Oops Concepts Comprehension Recursion Question like fill in the blanks,Interviewed at T-Machine Software Solutions,4.1,Python AI Developer,25 Sept 2023,0
How do you evaluate a computer vision model,Interviewed at Samsung Electro-Mechanics,3.6,AI engineer QA,17 May 2024,0
"about sql and oops, dbms , python",Interviewed at ABCDEFG,3.8,ai,10 Jul 2024,0
Are you familiar with working with python and langchain?,Interviewed at Synapxe,3.1,Generative AI intern,8 Oct 2024,0
"Tell me about yourself ? 
Your highest qualification?",Interviewed at Fresher,3.9,AI Research Intern,15 Feb 2024,0
Record a video talking about your favorite tradition (use the language you applied for).,Interviewed at OUTLIER,3.4,Remote AI Trainer,4 Jul 2024,0
Describe a traditional festival in your country? Explain if you like it. ~5 min,Interviewed at OUTLIER,3.4,AI training specialist,28 Aug 2024,0
Describe your past experience and how it would help you create an impact.,Interviewed at United Nations,4,AI Engineer Intern,10 Sept 2024,0
What will you do if you get a dataset with an important column having lot much missing values?,Interviewed at MasterSoft,3.5,AI/ML Intern,16 Oct 2024,0
They asked the core question of the ai,Interviewed at Cosmic365AI,4.6,AI Intern,7 Jun 2024,0
Will you pay money for training?,Interviewed at ZenCorp Techno Solutions,2.9,AI Intern,19 Jun 2024,0
Not attended yet waiting for the interview,Interviewed at Unknowns,3.4,GO-AI Associate,20 Jul 2024,0
"Expliquer son parcous, des questions de base sur des algorithmes d'intelligence artificielle.",Interviewed at HeadMind Partners,3.4,AI consultant,25 Jan 2025,0
Design an ML-driven solution to a recommendation problem,Interviewed at Shopify,3.3,Director of AI/ML,18 Mar 2024,0
Mix of cases and experiential questions aligned to DataRobot values,Interviewed at DataRobot,3.6,AI Success Director,25 Aug 2021,0
"Q: Tell me about a time where you got personal, constructive feedback and how you handled the feedback.",Interviewed at DataRobot,3.6,AI Success Director,26 Apr 2021,0
Q: Tell me about a time you had to teach something to someone junior to you.  How did they react and what was the outcome?,Interviewed at DataRobot,3.6,AI Success Director,26 Apr 2021,0
"Tech Round 1: Initially focused on resume-based discussion, followed by an in-depth dive into AI/ML concepts and various algorithms. The interview concluded with hypothetical scenario-based questions to assess problem-solving and practical application skills. (interviewer was highly knowledgeable)",Interviewed at ESDS Software Solution,3.2,AI/ML Engineer,26 Feb 2025,0
Difference between the skip connections of U-net and Res-net?,Interviewed at AIRA MATRIX,3.9,AI Engineer,9 Dec 2024,0
We walked through the programming exercises and I was asked to explain a little bit what i was doing. We talked about alternative ways and discussed some algorithms.,Interviewed at BMAT,4.3,AI Engineer,21 Dec 2024,0
They just asked about yourself that was not on resume. Previous job. Expectation with the company and employees. And they will give a scenario how will you handle it.,Interviewed at Ylopo,4.8,AI Voice Support Specialist,26 Jul 2024,0
"Describe Bayes' theorem

Describe the EM algorithm",Interviewed at FPT Software,3.8,AI/ML Engineer,29 Sept 2021,0
Tell me about llms and langchain,Interviewed at ARCITECH,4.1,AI Developer,7 May 2024,0
"Easy to medium Python and SQL in 1st round,
In 2nd round i was asked to write sql query for a join type question and to check whether a number is palindrome or not in python,
What is LLM,
Basics of AI/ML",Interviewed at AVASOFT,3.2,AI/ML Engineer trainee,2 Oct 2024,0
"Data Science, API, SQL, Final year projects",Interviewed at AVASOFT,3.2,AI/ML Engineer,2 Jan 2025,0
How would you describe this job to a child.,Interviewed at ZeroG,4,Data and AI Senior Consultant,14 Sept 2024,0
"1. As I mentioned Operating Systems in my resume, first question he asked was on output of fork system call and then discussion over it followed.
2. Next was a coding question. It was to find the length of longest bitonic sequence in the given sequence of numbers. Bitonic sequence is the one which increases first and then decreases.
3. This one was to find the square root of the number without using the inbuilt function.",Interviewed at Qure.ai,4,AI Engineer,10 Dec 2020,0
"1. Predicting sleep time based on phone activity
2. Which app is user using after waking",Interviewed at Qure.ai,4,AI Scientist,1 Sept 2021,0
Describe a time where you had to explain a difficult situation.,Interviewed at University of the West of England,4.1,AI internships,10 Feb 2024,0
"Lots of IQ-style testing, verbal reasoning, numeracy.",Interviewed at Puffy,4.2,Chief of AI,1 Nov 2024,0
Describe the ethical ways to handle AI apps,Interviewed at JLR,4,LEAD GENERATIVE AI ENGINEER,29 Jul 2024,0
A challenge that you faced previously,Interviewed at Proceedit,4.1,AI Developer,10 Mar 2024,0
"What motivates you?
Where do you see yourself in the next 5 to 10 years?",Interviewed at x.ai,4.3,AI Tutor,21 Nov 2024,0
What is the time complexity?,Interviewed at x.ai,4.3,AI Tutor,11 Jan 2025,0
Summarise a short paragraph into 30 words or less.,Interviewed at Centific,3.4,AI Data Annotator,5 Nov 2023,0
"Describe a time you were wrong, how did you go about fixing it.",Interviewed at IBM iX,3.9,AI Engineer,26 Sept 2024,0
How do you remove a node in a link list,Interviewed at SAP,4.2,AI Developer (Full stack) - Artificial Intelligence,1 Jul 2024,0
Database design question (e-commerce scenario),Interviewed at SAP,4.2,AI Developer (Full stack) - Artificial Intelligence,1 Jul 2024,0
Deep dive into a specific project - reasons for using a particular solution,Interviewed at SAP,4.2,AI Scientist,27 Oct 2024,0
- API and Docker exercise,Interviewed at SITA,3.6,Junior AI Engineer,25 Sept 2024,0
"Know your machine learning fundamentals (cross-val, basic models, etc.) and the reasons behind things. They don't ask standard coding interview questions.",Interviewed at Virtualitics,4.4,AI/ML Engineer,30 Sept 2021,0
What is your opinion on cloud,Interviewed at Copart,3.5,Data &amp;AI QA intern,20 Oct 2024,0
"Disagreeing with your peers or Manager - how did you use data to push back on a decision and persuade and get buy-in from your peers/Manager?
Have you ever not been able to meet a commitment with a customer, teammate, etc.?
How do you look for possible roadblocks within a team setting while working on a project? Do you look 2-4 steps ahead while focusing on your current tasks?",Interviewed at Mapbox,3.1,AI Prompt Engineer,31 Aug 2024,0
"What type of obstacles have you overcome during a project or when working towards an important goal?
Architecture:
How does data flow?
How does the new service integrate with other/existing services?
Which frameworks/tools to use?",Interviewed at Mapbox,3.1,AI Prompt Engineer,31 Aug 2024,0
Q1. How is your day look like as ML Engineer,Interviewed at MangoApps,4.5,AI/ML Engineer,15 May 2024,0
"1- interview question on project whatever you mention on resume. 2-role &amp; responsibility in the current project. 3-basic question on Python &amp; Py spark. a- pyspark coding question on basic understanding. define a model building in pyspark. b- difference bt map reduce and pyspark. c- why pyspark used instead on pandas? 4- coding questions on the list, indexing, and a-how to convert a number into an Indian currency format. (1234567) to (12,34,567) b-slicing on the list. c- one list within tuple format and how to be sorted on ascending order. Let come to domain knowledge -&gt; 1- difference b/t linear regression and decision tree 2- define decision tree 3- use of Gini index in the decision tree. 4-why you using a decision tree over linear or logistics regression? 5-question on ChatGPT as i have mention ChatGPT. use of ChatGPT on real time, 6-difference b/t ChatGPT and Bert. 7 - one scenario case question on NLP, if i want to predict a word on the question (i want to _______ ) , which techniques use for that? 8- question on deep learning. - difference b/t dl &amp; ml &amp; ai. 9- difference b/t data scientist &amp; ml engineer. 10- types of ml (supervised, unsupervised &amp; semi-supervised &amp; reinforcement learning). some examples of that. 11- CNN, computer vision, OpenCV, etc. 12- one business use case on (100, 200, 300, 500 &amp; 1 cr ) how use central tendency (mean , median , mode) - how to get an outlier, how to handle missing value, mean affected the outlier &amp; why, why they are using median over mean &amp; why, where to use mode. 13- evaluation metrics &amp; types &amp; difference bt them. - recall &amp; precision .",Interviewed at Kloud9,4.1,AI/ML Engineer,26 Jul 2023,0
Tell us about a challenge you faced in your career and how you solved it.,Interviewed at Superside,4.4,Creative (Generative AI),9 Nov 2023,0
"Pretty standard case study (org structure, OKRs, performance metrics); a lot of behavioural/cultural questions regarding leadership and team management",Interviewed at Superside,4.4,Director of Data &amp; AI,6 Sept 2023,0
Tell us about a challenge you faced in your career and how you solved it.,Interviewed at Superside,4.4,Creative (Generative AI),9 Nov 2023,0
How do you manage tight deadlines?,Interviewed at Superside,4.4,Creative (Generative AI),7 Nov 2023,0
"Pretty standard case study (org structure, OKRs, performance metrics); a lot of behavioural/cultural questions regarding leadership and team management",Interviewed at Superside,4.4,Director of Data &amp; AI,6 Sept 2023,0
Please introduce yourself and explain why you want to work here.,Interviewed at C3 AI,3.6,Business Development Representative (BDR) - Generative AI,12 Jul 2024,0
"The initial conversation was an overview of the company's business model with the opportunity to pose questions. Next, I was asked why C3.ai vs. other companies.",Interviewed at C3 AI,3.6,AI Solution Manager/Senior AI Solution Manager,19 Jan 2024,0
"I will refrain from writing the details of the problem here, but it wasn't a particularly difficult problem.",Interviewed at Autonomize,4,ML/AI Engineer,5 Oct 2024,0
What is Merge sort complexity,Interviewed at BMC Software,4,AI Engineer,3 Sept 2024,0
How can you tell that a model is overfitting and how can you combat this?,Interviewed at Epson America,3.4,AI/ML Engineer,23 Dec 2023,0
Regarding past experience also based on JD.,Interviewed at InspireXT,4.5,AI Software Developer,15 May 2024,0
"Given two different Excel sheet datasets, create a new dataset by performing EDA operations utilizing Python and SQL. PowerBI can be used and you can rely on any AI assistants to achieve the result.",Interviewed at GovData,3.1,AI Data Support Engineer,19 Jan 2024,0
"Given two different Excel sheet datasets, create a new dataset by performing EDA operations utilizing Python and SQL. PowerBI can be used and you can rely on any AI assistants to achieve the result.",Interviewed at GovData,3.1,AI Data Support Engineer,19 Jan 2024,0
What are distance-based classifiers?,Interviewed at Amelia,2.8,AI Developer (NLP),21 Mar 2019,0
"Questions were all around experience with data engineering, pipelines, data labelling, etc",Interviewed at Turnitin,4.4,AI Data Engineering and Data Science Manager,2 Feb 2024,0
"No interview, asked to do coding test first, no response after.",Interviewed at GovTech,3.7,AI Engineer,2 Oct 2024,0
Questions on my current and past projects on AI/ML and other technologies.,Interviewed at Block Gemini,2.6,AI/ML Engineer,11 Sept 2018,0
Most questions about responsibilities around the role.,Interviewed at argenx,3.9,Data Governance AI Lead,13 Feb 2025,0
"Not very honest interview feedbacks, reflecting team culture.",Interviewed at Mizuho Financial Group,3.7,AI Strategiest,6 Oct 2017,0
One of the questions was about bias and variance,Interviewed at SurveySparrow,4.3,AI/ML Analyst,28 Jul 2024,0
a test to complete at home,Interviewed at RWS Group,3.5,AI Data Annotator,24 Jun 2024,0
On pointers and basic sorting questions,Interviewed at Xebia,3.8,AI Trainee,11 Jul 2023,0
On pointers and basic sorting questions,Interviewed at Xebia,3.8,AI Trainee,11 Jul 2023,0
"No questions were asked, only a test is given",Interviewed at Multiable,3.3,Junior Algorithm Engineer (AI Trainee),13 Oct 2024,0
No questions were asked during the interview.,Interviewed at Multiable,3.3,Junior AI Engineer Trainee,4 Nov 2024,0
"Dynamic programming question, regex question, and another one I forgot.",Interviewed at Scale,3.3,Remote AI Trainer,13 Dec 2023,0
Debug this LLM fine-tuning code,Interviewed at Scale,3.3,AI/ML Engineer,18 Feb 2025,0
"Texas hold 'em poker game. Design functions to check if the cards at hand are n of a kind, straight flush, straight, flush, etc. What if   joker card can be a wildcard how to change the algorithm",Interviewed at Scale,3.3,Applied AI Engineer,9 Mar 2025,0
How would you design an ocr,Interviewed at Infilect,4,AI Engineer,8 May 2024,0
"System Design, past experience, computer vision basics",Interviewed at Infilect,4,Software Development Engineer AI/ML,30 Mar 2023,0
one is about knn and the other one is solving a math question by coding. t,Interviewed at DRW,4.2,ML/AI Intern,20 Jan 2025,0
"1. How to generate long videos?
2. Do you familiar with LLM?",Interviewed at HeyGen,3.9,AI Researcher,16 Oct 2024,0
Knowledge of predictive analysis and unsupervised learning,Interviewed at Zycus,3.4,AI/Machine Learning Engineer,7 Jun 2020,0
"1. How to generate long videos?
2. Do you familiar with LLM?",Interviewed at HeyGen,3.9,AI Researcher,16 Oct 2024,0
I can't understand their selection process because my interview was good and also discussion salary. 1 technical round and 3 HR round there and The process took more than 1.5 month.,Interviewed at Intech Systems,3.6,Senior AI/ML Engineer,20 Mar 2023,0
Define hypothesis testing with live example?,Interviewed at Vaibhav Global,3.6,AI Developer,22 Apr 2023,0
What difficulties did you encounter during the project? How did you solve them?,Interviewed at Garmin,3.8,AI Software Intern,13 Jun 2023,0
How do you rate your Python knowledge,Interviewed at Intellect Design Arena,4,AI Engineer,20 Jan 2021,0
What is temperature in LLMs -&gt; equation and effect,Interviewed at Zomato,3.8,Applied AI Engineer,17 Mar 2025,0
"Data Science Stages
Overfitting and Underfitting
Gradient Descent Algorithm
Vanishing Gradient Problem",Interviewed at CloudThat,4,Data Science and AI Trainer,8 Aug 2021,0
"- my current job 
- Given a sorted list of distinct integers from 0 to 99, produce a string that describes numbers missing from the list.",Interviewed at Google,4.3,AI Software Engineer,21 Apr 2022,0
there was not anything of note,Interviewed at Google,4.3,Practice Director AI/ML,5 Apr 2021,0
"Give an array, calculate all the subset sum",Interviewed at LinkedIn,4,AI Intern,26 Nov 2022,0
A time in work where you faced difficulty and how you resolved it.,Interviewed at LinkedIn,4,AI Data Annotator,6 Jan 2023,0
Mostly are behaviour questions not much technical,Interviewed at Certis,3.3,AI Engineer,3 Dec 2024,0
AI ML Concepts and DS Coding,Interviewed at Google,4.3,Cloud AI/ML Engineer,4 Sept 2024,0
What AI solutions are you using actively?,Interviewed at Crossover for Work,3.8,AI Customer Success Manager,8 Mar 2025,0
They just checked my English proficiency and domain knowledge of basic computer science.,Interviewed at Zensar Technologies,3.9,AI Prompt Engineer,7 Oct 2024,0
Quick sort,Interviewed at Google,4.3,AI Residency,14 Apr 2019,0
"- my current job 
- Given a sorted list of distinct integers from 0 to 99, produce a string that describes numbers missing from the list.",Interviewed at Google,4.3,AI Software Engineer,21 Apr 2022,0
Walk me through your CV.,Interviewed at Google,4.3,Google AI Residency,1 Mar 2018,0
It was and coding test on linked list,Interviewed at Google,4.3,AI Resident,16 Mar 2021,0
They just checked my English proficiency and domain knowledge of basic computer science.,Interviewed at Zensar Technologies,3.9,AI Prompt Engineer,7 Oct 2024,0
"General questions on scope of prior roles, management experience",Interviewed at Carrier,3.6,Director AI COE,13 Jun 2024,0
Applications of AI in HVAC,Interviewed at Carrier,3.6,AI/ML Intern,27 Sept 2024,0
How would you design a retrieval-based system for handling employee records? They also asked specific questions related to my recent project,Interviewed at LinkedIn,4,AI/ML Intern,20 Mar 2025,0
Numerical algebra and algorithms exercises.,Interviewed at Graphcore,3.9,AI Applications Specialist,16 Oct 2021,0
Why you choose JP Morgan?,Interviewed at JPMorganChase,4.1,Applied AI ML Associate Senior,2 Jul 2023,0
How did you present when you had little knowledge about a topic,Interviewed at JPMorganChase,4.1,AI and Data Science Intern,26 Nov 2024,0
Why did you choose JPM?,Interviewed at JPMorganChase,4.1,AI Intern,6 Sept 2022,0
Two coding tests and one behavioral question.,Interviewed at J.P. Morgan,4,2021 Machine Learning and Applied AI Summer Associate,16 Sept 2020,0
"Q: Tell me about yourself.
Q: Questions about reason for switching company.
Q: Questions about Kafka, microservice architecture, and other architecture question in general (e.g. why choose Spring instead of JavaEE?)
Q: how do you mentor junior developer?",Interviewed at MoneyLion,3.8,AI Engineer,14 Oct 2020,0
Deep learning hyper parameter tuning,Interviewed at Target,4.2,Lead AI Scientist,11 Dec 2021,0
Numerical algebra and algorithms exercises.,Interviewed at Graphcore,3.9,AI Applications Specialist,16 Oct 2021,0
How did you present when you had little knowledge about a topic,Interviewed at JPMorganChase,4.1,AI and Data Science Intern,26 Nov 2024,0
Why you choose JP Morgan?,Interviewed at JPMorganChase,4.1,Applied AI ML Associate Senior,2 Jul 2023,0
What is one thing that isn’t on your resume that you want us to know?,Interviewed at JPMorganChase,4.1,Data Science and AI Summer Analyst,30 May 2022,0
Why did you choose JPM?,Interviewed at JPMorganChase,4.1,AI Intern,6 Sept 2022,0
Two coding tests and one behavioral question.,Interviewed at J.P. Morgan,4,2021 Machine Learning and Applied AI Summer Associate,16 Sept 2020,0
"Q: Tell me about yourself.
Q: Questions about reason for switching company.
Q: Questions about Kafka, microservice architecture, and other architecture question in general (e.g. why choose Spring instead of JavaEE?)
Q: how do you mentor junior developer?",Interviewed at MoneyLion,3.8,AI Engineer,14 Oct 2020,0
Describe a project your work with as a successful team.,Interviewed at J.P. Morgan,4,JP Morgan AI and Machine Learning Summer Associate,28 Oct 2020,0
"What is PCA, and what's the input?",Interviewed at J.P. Morgan,4,Applied AI &amp; Machine Learning,16 Jan 2021,0
¿Has tenido Experiencia en IA y sabes cómo utilizala?,Interviewed at Welocalize,3.4,AI Trainer,17 Jul 2024,0
Deep learning hyper parameter tuning,Interviewed at Target,4.2,Lead AI Scientist,11 Dec 2021,0
"Questions on past experiences, light SQL and Python questions. Strength/weaknesses, how you work with other people.",Interviewed at Bell,3.6,AI &amp; Data Engineering Co-Op Program,18 Mar 2023,0
Why have you applied to this company,Interviewed at causaLens,3.6,Machine Learning Engineer - Causal AI,18 Feb 2021,0
"Explain event loop, hoisting in js
How do the position attribute in CSS work based on its values.",Interviewed at Avaamo,4.5,Senior Conversational AI Engineer,8 Aug 2024,0
Explain one of the complex project you worked on previously,Interviewed at Avaamo,4.5,Conversational AI Engineer,5 May 2021,0
