id,freq,name
nm1566587,1,Rosie Motene
nm0001416,1,Catherine Keener
nm8129612,1,Jong-Dae Kim
nm0711855,1,Gregory Ratoff
nm3164738,1,Dave Johannson
nm4841574,1,Majida Hussein
nm1663252,1,Chris Chalk
nm0069945,1,Nabil Ben Mhamed
nm1368917,1,Roberta Rodrigues
nm7875835,1,Quincy Fouse
nm0660623,1,Robin Pappas
nm0163703,1,Blake Clark
nm0117709,2,Daniel Brühl
nm0922916,1,Bill Weston
nm1130251,1,Bráulio Mantovani
nm0514904,1,Chia-Hui Liu
nm3004685,1,Lucila Mangone
nm0647634,2,Elizabeth Olsen
nm0909720,1,Julian Walsh
nm0455893,1,Leonid Kinskey
nm0377120,1,Drewe Henley
nm0000623,1,Rene Russo
nm0899121,2,Thomas Vinterberg
nm0107968,1,Peter Brett
nm0473087,1,Evgeniy Kryzhanovskiy
nm0432429,1,Mi-seon Jeon
nm1287000,1,Lola Daehler
nm1028130,1,F.J. Beuaregard
nm0028186,1,Fortunato Arena
nm4392192,1,C.J. Vana
nm0134201,1,J.D. Cannon
nm0323822,1,Paul Goddard
nm0126870,1,Maurice Bénichou
nm0718422,1,Hans Reiser
nm0034519,1,Victor Argo
nm0352443,1,Albert Hackett
nm0001207,1,José Ferrer
nm0000008,3,Marlon Brando
nm5279916,1,Leigh Gill
nm2764802,1,Jihad Hojeily
nm0368990,1,Rohini Hattangadi
nm0374939,1,John Heldabrand
nm0175814,1,Frances Conroy
nm0867666,1,Frank Topham
nm0166256,2,Ron Clements
nm0214210,1,Mickey Dee
nm1628380,1,Garon Tsuchiya
nm0219301,1,Tony Denman
nm0367211,1,Jimmy Dale Hartsell
nm0035382,1,Armelle
nm0534045,2,Fred MacMurray
nm0323108,1,Corey Glover
nm0879957,1,Hitoshi Ueki
nm0095114,1,Joseph Bono
nm0742341,1,Stuart Rosenberg
nm0557956,1,Richard Masur
nm0000255,3,Ben Affleck
nm0000301,1,Thora Birch
nm0432622,1,Traudl Junge
nm0000174,2,Val Kilmer
nm0246004,1,Richard Dysart
nm0727037,1,Gary Riley
nm0000458,1,William Hurt
nm11044243,1,Kyu-baek Kim
nm0363641,2,Jess Harnell
nm0394407,1,Hedda Hopper
nm0047962,1,Chieko Baishô
nm0505178,1,Aline Levasseur
nm0369142,1,Lawrence Hauben
nm0646663,1,Edson Oliveira
nm0358899,1,Walter Hampden
nm0001129,1,Jonathan Demme
nm0171277,1,Alison Coleridge
nm0035195,1,Dimitra Arliss
nm0333689,1,Allan Graf
nm0000439,1,Neil Patrick Harris
nm0000036,6,Buster Keaton
nm0115669,3,Clyde Bruckman
nm0005331,1,Francesco Quinn
nm3561505,1,Evie Wray
nm0571346,1,David McKenna
nm0000634,1,Peter Sellers
nm0397124,1,Arliss Howard
nm0842199,1,Steve Sweeney
nm0399663,1,David Huddleston
nm0096455,1,Sven Hugo Borg
nm0001512,1,Mary Elizabeth Mastrantonio
nm0836071,1,Wes Studi
nm0632769,1,Tomohiro Nishimura
nm0063038,1,Mary Bayless
nm0071636,1,Bruce Bennett
nm0211823,1,Steven E. de Souza
nm1334512,1,Ravi Khanvilkar
nm0000670,1,Lea Thompson
nm0446450,1,James Kelly
nm0622416,1,Yôsuke Natsuki
nm0000063,1,Anthony Quinn
nm0013866,1,David Ahdar
nm0574686,1,Patrick McVey
nm0002118,1,Alan Hale
nm0335788,2,Charley Grapewin
nm0505971,3,Ted Levine
nm1469236,1,Olivia Colman
nm0848100,1,Alan Tall
nm0001037,4,Graham Chapman
nm0444955,1,Jack Kehoe
nm0921044,1,Klaus Wennemann
nm1321656,2,Stephen McFeely
nm0001550,1,Cathy Moriarty
nm0061639,1,Vanessa Bauche
nm0043751,1,Harold Ayer
nm9468053,1,Evan Agos
nm0005241,1,Ralf Moeller
nm0001082,2,Billy Crudup
nm0346358,1,Fausto Guerzoni
nm0413063,1,Carlo Jachino
nm0507115,1,Diana Lewis
nm2552034,1,Melissa Benoist
nm0212498,1,Tim DeZarn
nm0524306,1,Wilfred Lucas
nm8188622,1,Jacob Batalon
nm0059879,1,Salvatore Basile
nm1366028,1,Kim Byeong-Ok
nm0436225,1,H.V. Kaltenborn
nm0368482,1,Anne Louise Hassing
nm0198022,1,Augusto Dallara
nm0125730,1,Mikhail Bychkov
nm0243804,1,Judi M. Durand
nm0786252,1,Johnny Seven
nm0109057,1,Leon Briggs
nm0002546,1,Mena Suvari
nm0026841,1,James Anderson
nm0000493,2,Jack Lemmon
nm0004802,1,Linda Cardellini
nm0001280,2,Jenette Goldstein
nm0576721,1,Shane Meier
nm0331906,1,Gilbert Gottfried
nm0230555,1,Dan Doherty
nm0000236,1,Jennifer Tilly
nm0000197,4,Jack Nicholson
nm0357910,1,John F. Hamilton
nm0619822,1,Takashi Naitô
nm0815718,1,Kath Soucie
nm0594348,1,Seiji Miyaguchi
nm0455475,1,Craig Kingsbury
nm0029460,3,Jack Angel
nm0001111,1,Jeremy Davies
nm0130944,1,Ilario Calvo
nm2945855,1,John Decker
nm3100463,1,Raymond Lee
nm0931404,2,Olivia Williams
nm0529014,2,Antonio David Lyons
nm1038805,1,Clark Cheng
nm0083348,6,Brad Bird
nm0780321,1,Matthew Scurfield
nm0110886,1,Buster Brodie
nm0553269,1,Margo Martindale
nm0839642,1,Philip Suriano
nm0000709,3,Robert Zemeckis
nm0276132,1,Edward Fielding
nm0782968,1,Hubert Selby Jr.
nm0370564,1,Sessue Hayakawa
nm0385443,1,Shin'ichi Himori
nm0387533,1,Jerome Patrick Hoban
nm0000022,2,Clark Gable
nm0126124,1,Billy Byrne
nm0001664,2,James Remar
nm0313882,1,Marita Geraghty
nm0641966,1,Barbara O'Neil
nm0875362,1,Yôko Tsukasa
nm0000610,1,Giovanni Ribisi
nm11701767,1,Hope Easterbrook
nm0953423,1,Merila Zare'i
nm0388061,1,Douglas Hodge
nm0183459,1,George Coulouris
nm0580924,1,S. Epatha Merkerson
nm0507081,1,David Lewis
nm0289234,1,Ronnie Fox
nm0350147,1,Francesco Guzzo
nm1126340,3,Ryûnosuke Kamiki
nm0266441,1,Siobhan Fallon Hogan
nm0001610,1,Elizabeth Perkins
nm1692762,1,Nathaniel Buzolic
nm0000473,2,Diane Keaton
nm0816143,1,Terry Southern
nm0611518,1,Binoy Mukherjee
nm0460141,1,Steve Kloves
nm0236525,1,Bruno Doyon
nm2719774,1,Yuka Terasaki
nm0233561,1,Cliff Dorfman
nm0407101,1,Gabriel Iglesias
nm0130482,1,Guillermo Calles
nm2700235,1,Jim Mahoney
nm0650581,1,Mary Orr
nm0000681,1,Vince Vaughn
nm0066166,1,Alfonso Bedoya
nm0683978,1,Larry Pine
nm5196907,1,Courtney Eaton
nm0750916,1,William Russ
nm0169903,1,Harry Cohn
nm3000723,1,Sonali Sachdev
nm0088471,1,B.F. Blinn
nm0000048,2,Peter Lorre
nm0461983,1,Akiji Kobayashi
nm0476378,1,Dylan Kussman
nm0024634,1,Christian Ameri
nm0368049,2,Ichirô Nakatani
nm0313402,1,Denece Ryland
nm0001305,1,Lukas Haas
nm0001500,1,Karl Malden
nm1014418,1,René Baranger
nm0000116,6,James Cameron
nm0000882,1,Nathalie Baye
nm0522027,1,Jared Lounsbery
nm4318159,1,Nitesh Tiwari
nm0536095,1,Benoît Magimel
nm0000293,2,Sean Bean
nm0953790,1,Cesare Zavattini
nm0665708,1,Angela Paton
nm0002045,1,Stanley Donen
nm0676349,1,Brock Peters
nm0833324,1,Erik Strandmark
nm0001055,1,Claudette Colbert
nm0343722,1,Ted Grossman
nm0969364,1,Corrado Invernizzi
nm0832375,1,Paolo Stoppa
nm0285047,1,Clay Donahue Fontenot
nm1402033,1,Gustavo Engrácia
nm2554352,1,T.J. Miller
nm1346160,1,Josh Flitter
nm0825461,1,Franz Stein
nm0382718,2,Darryl Hickman
nm0252961,1,Idris Elba
nm0045124,1,Farida Dadi
nm0000355,3,Anthony Daniels
nm0001328,1,Howard Hawks
nm0287054,1,Julie Forsyth
nm0316079,1,Paul Giamatti
nm0798564,1,Eugene Silvain
nm13222819,1,Rajendra Sapre
nm0187199,1,Don Creech
nm2375857,1,Ron Chernow
nm0593372,2,Grant Mitchell
nm1940449,2,Andrew Garfield
nm0001725,1,Omar Sharif
nm0298412,3,Donald Fullilove
nm1248280,1,Emerson Gomes
nm0411980,1,Mark Ivanir
nm0294892,1,Gertrud Fridh
nm0000511,1,Shirley MacLaine
nm0002231,1,Gian Maria Volontè
nm2581730,1,Tai-Li Lee
nm1293885,1,Bobby Moynihan
nm0386877,1,Patricia Hitchcock
nm0096470,1,Nick Borgani
nm0139214,1,Memmo Carotenuto
nm0051509,2,Eric Bana
nm1751233,1,Maeve Andrews
nm0000093,5,Brad Pitt
nm0204425,1,Daniel Davis
nm0824882,1,Burr Steers
nm12329614,1,Kôzô Hashida
nm2162499,1,Rodrigo Fernandez-Stoll
nm0353024,1,Mary Ann Haenel
nm0005476,1,Hilary Swank
nm0586882,1,Tom Milanovich
nm0000244,3,Sigourney Weaver
nm0403288,1,Gottfried Huppertz
nm0853140,1,Sandra Taylor
nm4646101,1,Kanami Satô
nm0356004,2,Porter Hall
nm0542631,1,Abby Mann
nm0410429,1,Nate Irwin
nm0367516,1,Forrester Harvey
nm0578054,1,Jay Mello
nm0938231,1,Frank Wolff
nm0831889,1,George E. Stone
nm1128592,1,Katarina Cas
nm0445669,1,Jason Keller
nm0188829,1,Kathy Cronkite
nm0611148,1,Wanja Mues
nm0810083,1,Symba
nm0642988,1,Jack Oakie
nm0709056,1,Peter Ramsey
nm0000321,1,Gabriel Byrne
nm0483766,1,Jake LaMotta
nm0622288,1,Jeff Nathanson
nm0701012,1,Edna Purviance
nm5057209,1,Ritvik Sahore
nm0959090,1,Mark Zycon
nm0158846,1,Kenneth Choi
nm2006513,1,Joe Williamson
nm0000416,4,Terry Gilliam
nm0757076,1,Chika Sakamoto
nm7737266,1,Roman Guerriero
nm1178560,1,Jonathan Haagensen
nm0275264,1,Joachim Fest
nm0177528,1,Danny Cooksey
nm0031398,1,Lou Antonio
nm3562961,1,Shin'ya Hamazoe
nm0871876,1,Les Tremayne
nm0072533,1,Jodi Benson
nm0411763,1,Toshiya Ito
nm0001825,2,Andrew Kevin Walker
nm0330240,1,Hannah Gordon
nm0221782,1,Jo Dest
nm1747313,1,Mariano Argento
nm0865949,1,Goya Toledo
nm0001653,1,Stephen Rea
nm0001054,6,Joel Coen
nm0004715,1,Will Arnett
nm0341518,1,Hugh Griffith
nm0950784,1,Masayuki Yui
nm0639321,1,Dan O'Bannon
nm1390122,1,Kim Hae-sook
nm0856196,1,Nino Terzo
nm1067468,1,Lillian Crane
nm0004626,1,Kareena Kapoor
nm0493200,2,Denis Lawson
nm0721637,1,Cecil Reynolds
nm0074834,1,Mary Kay Bergman
nm0364748,1,Harriet Sansom Harris
nm0760778,1,Fatima Sana Shaikh
nm1085333,1,Mila Espiga
nm0913095,1,Ruth Warrick
nm0037539,1,Vladimir Arsenev
nm1480102,1,Richard Edge
nm0214924,1,Carter DeHaven
nm0852466,1,Holland Taylor
nm4377096,2,T.J. Gnanavel
nm0462182,1,Makoto Kobori
nm1538716,1,C.C. Cruson
nm0748785,1,Stuart Rudin
nm0131987,1,Hy Pyke
nm2207222,1,Scott Eastwood
nm0744429,1,Terry Rossio
nm0588486,1,Hugh Miller
nm0822062,2,John Standing
nm3796951,1,Geun-hee Won
nm0680983,1,Elliot Page
nm10700274,1,Hyun-jun Jung
nm0002869,1,Mario Gallo
nm0000147,1,Colin Firth
nm1063517,1,Kathryn Hahn
nm4790129,1,Kyla-Drew
nm0919798,2,Frank Welker
nm3587916,1,Rudy Romano
nm1254805,1,Manolo Solo
nm0005286,1,Haley Joel Osment
nm0051862,1,Lisa Banes
nm0009318,1,Olga Abrego
nm5038871,1,Annika Wedderkopp
nm0722636,2,John Rhys-Davies
nm0782157,1,Seguna
nm0916131,1,Jack Webb
nm0142145,1,Angela Cartwright
nm4523607,1,Zarrin Darnell-Martin
nm0264577,1,Miri Fabian
nm6748436,1,Dafne Keen
nm0232019,2,James Donald
nm0238898,1,Daphne Du Maurier
nm0025255,1,Gene Amoroso
nm0199774,1,Isa Danieli
nm0851427,1,Bernd Tauber
nm0031509,1,Vittorio Antonucci
nm0800302,1,Michel Simon
nm0029074,1,Livio Andronico
nm0931463,1,Peter Williams
nm0083081,3,Edward Binns
nm1480980,1,Emma Donoghue
nm0447913,1,Arthur Kennedy
nm5645519,1,Anthony Gonzalez
nm2492819,1,Rosie Huntington-Whiteley
nm1577637,1,Josh Stewart
nm0590189,1,Shirley Mills
nm0001466,7,Sergio Leone
nm0005363,4,Guy Ritchie
nm9362778,1,Selah Atwood
nm1027683,1,Leona Aderias
nm1347153,1,Tyler Perry
nm0000643,1,Tom Skerritt
nm0911486,1,David S. Ward
nm3596027,1,Juan José Ortíz
nm0802019,1,Rachel Singer
nm0005531,1,Donnie Wahlberg
nm0000237,1,John Travolta
nm1501738,1,Ahna O'Reilly
nm1184258,1,William Monahan
nm0321291,1,Turi Giuffrida
nm1983181,1,Donna Sorbello
nm0075900,1,Thomas Bermingham
nm0002078,1,Frederic Forrest
nm0000342,2,James Cromwell
nm0004951,2,Brad Garrett
nm9862859,1,Yordanos Shiferaw
nm0419645,1,Tony Jay
nm0000122,15,Charles Chaplin
nm0654868,2,Yasujirô Ozu
nm0147312,1,Laura Cayouette
nm0671567,1,Michael Peña
nm0000470,1,Jeffrey Jones
nm0337582,1,Adolph Green
nm5765775,1,Fadi Yousef
nm0187914,1,Kernan Cripps
nm0272224,1,Heino Ferch
nm0330438,1,Matt Gordon
nm0226746,1,Frank DiLeo
nm0321274,1,Mariella Lo Giudice
nm1130610,1,Darlan Cunha
nm3057402,1,Bee Vang
nm0314870,1,Daniel Gerson
nm0001101,1,Ted Danson
nm0832407,1,Arthur Storch
nm0780410,1,Christine Seabrook
nm12329617,1,Hajime Maki
nm0002350,1,Jim Meskimen
nm0386412,1,Kimiko Hiroshige
nm0376101,1,David Hemmings
nm0725220,1,Daniel Richter
nm0438306,1,Mady Kaplan
nm0212939,1,Ron Dean
nm0865302,1,Tony Todd
nm0060904,1,Florence Bates
nm0000949,3,Cate Blanchett
nm0532943,1,Bob Mack
nm0001748,1,Kurtwood Smith
nm0825692,1,Victor Steinbach
nm12329619,1,Mika Sekita
nm0074036,3,Bob Bergen
nm0006765,1,Vidhu Vinod Chopra
nm0125952,1,Eddie Byrne
nm0715768,1,Ana Reeder
nm1754059,1,Natalie Dormer
nm0370821,1,Richard Haydn
nm0000708,1,Billy Zane
nm0624582,1,Harry Nehring
nm0000157,2,Linda Hamilton
nm6210360,1,S. Sinyavskiy
nm0062657,1,David Baxt
nm0668110,1,Collin Wilcox Paxton
nm0935041,1,Sally Wingert
nm1323286,1,Kwang-rim Kim
nm0706554,1,Joseph Ragno
nm0997115,1,Miyu Irino
nm4158239,1,Dana Gourrier
nm0005458,2,Jason Statham
nm2295540,1,Natalie Morales
nm0080641,1,Massimo Bianchi
nm0306786,1,Reginald Gardiner
nm0405035,1,Wilfrid Hyde-White
nm3303059,1,Tallie Medel
nm0400902,1,Robin Hughes
nm0147436,1,Roberto Cañedo
nm0840657,1,Reiko Suzuki
nm0024197,1,Shichisaburô Amatsu
nm0156618,1,Bliss Chevalier
nm0712205,1,Héloïse Rauth
nm0400606,1,Frank John Hughes
nm0588033,1,Carl Miller
nm0108595,1,Paul Brickhill
nm0000380,5,Robert Duvall
nm0037247,1,Guillermo Arriaga
nm0222074,1,Ernst Deutsch
nm0270035,1,Jan Fedder
nm0195421,1,Brian d'Arcy James
nm0283170,2,Bess Flowers
nm0174840,1,Gerry Conlon
nm0002056,2,Christine Ebersole
nm1400913,1,Michael Berry Jr.
nm0000411,2,Edward Furlong
nm4271336,1,Shameik Moore
nm0001104,4,Frank Darabont
nm0000432,1,Gene Hackman
nm0000201,1,Michelle Pfeiffer
nm0001592,2,Joe Pantoliano
nm0683253,1,Rosamund Pike
nm0780528,1,Douglas Seale
nm1203041,1,Dae-han Ji
nm0279206,1,Harry Fischler
nm0706954,1,M.K. Raina
nm0007646,1,Frank Abagnale Jr.
nm1605114,1,Christian McKay
nm0803561,1,Gunnar Sjöberg
nm0549134,1,John Marley
nm0201045,1,Georgine Darcy
nm0810686,1,Dick Smothers
nm0640055,1,Deirdre O'Connell
nm10928013,1,Daniel Marks
nm0000142,8,Clint Eastwood
nm0683380,2,Nicholas Pileggi
nm0741714,1,Tim Rose
nm0726043,1,Harry Riebauer
nm0222436,1,Aparna Devi
nm0000397,1,Corey Feldman
nm0455435,1,Sally Kinghorn
nm0152312,1,Brenda Chapman
nm0922068,1,Ford West
nm0000601,2,Harold Ramis
nm0716408,1,Elizabeth Regen
nm0657333,1,Chuck Palahniuk
nm0219825,1,Crahan Denton
nm10735745,1,Masayo Sakai
nm5570266,1,Haridhan Nag
nm0074186,1,Grete Berger
nm0005678,1,Dean Cundey
nm0437969,1,MacKinlay Kantor
nm0000059,1,Laurence Olivier
nm0000298,1,Candice Bergen
nm0170381,1,Tim Colceri
nm0294558,1,Ellen Frey
nm0202966,3,Keith David
nm1591232,1,Tony Bentley
nm0248417,1,Lourdes Echevarría
nm0866736,1,Nakajirô Tomita
nm0000609,1,Ving Rhames
nm0001679,3,Mark Rolston
nm1248992,1,Robson Rocha
nm0430785,1,Abhijat Joshi
nm0007808,1,Abdullah Abbas
nm0000965,1,Danny Boyle
nm0535991,1,Pupella Maggio
nm0915912,1,Malcolm Weaver
nm0143596,1,Jim Cash
nm5655733,1,Sydney James Harcourt
nm0182839,2,Marion Cotillard
nm12329616,1,Masahiro Kanetake
nm0000500,4,Richard Linklater
nm0005266,1,Craig T. Nelson
nm0001015,1,Robert Carlyle
nm0832380,1,Ed Stoppard
nm1791933,1,Neil McCarthy
nm0793616,1,Yukiko Shimazaki
nm0052343,1,Subir Banerjee
nm0000696,1,Wil Wheaton
nm0470775,1,Vladimir Kremena
nm1067463,1,Elsie Codd
nm0361717,1,Daijirô Harada
nm0060924,1,Jimmy Bates
nm7135999,1,Michio Denpô
nm2540053,1,Tanay Chheda
nm1506981,1,Bashir Salahuddin
nm0754272,1,Yacef Saadi
nm0301977,1,Tony Galento
nm0583675,1,Menno Meyjes
nm0084627,1,Carol Bivins
nm0057118,1,Dorothy Barrett
nm0936894,1,Rowan Witt
nm0001167,1,Shelley Duvall
nm0129127,1,Pasquale Cajano
nm0534151,1,Béatrice Macola
nm0451148,4,Aamir Khan
nm0842614,1,Madeleine Swift
nm0443856,1,James Keane
nm0931508,1,Rebecca Williams
nm1814260,1,Christopher Massey
nm0921532,1,Otto Wernicke
nm0571375,1,Joseph McKenna
nm1727304,1,Domhnall Gleeson
nm0140809,1,Edwina Carroll
nm3797369,1,Sergio López Santana
nm0395012,1,Geoffrey Horne
nm0001812,2,Lee Van Cleef
nm0705356,1,Daniel Radcliffe
nm0000180,2,David Lean
nm0143547,1,Sue Casey
nm0254645,2,Ted Elliott
nm0913488,1,Kerry Washington
nm0000671,1,Billy Bob Thornton
nm0049852,2,Bill Baldwin
nm0310086,1,James Gaulke
nm0358749,1,Nicholas Hammond
nm0501435,1,Kasi Lemmons
nm1167933,2,Damián Szifron
nm0254379,1,Beverley Elliott
nm2871955,1,Harrison Taylor
nm3638213,1,Johnathan Geare
nm1542291,1,Christopher Carley
nm0000108,2,Luc Besson
nm0003923,1,Rodger Boyce
nm0002075,1,Peter Finch
nm0525181,1,Krzysztof Luft
nm0532489,1,Pablo Machado
nm0825010,1,Joseph Stefano
nm0792177,1,Jamey Sheridan
nm1067466,1,Estelle Cook
nm1800621,1,Lebo Mashile
nm0192326,1,Jack Cunningham
nm0557779,1,Chas Mastin
nm0454236,1,Richard Kind
nm0020300,1,Bernie Allen
nm0788288,1,Harry Shannon
nm0572597,1,Lenny McLean
nm0559444,1,Yôji Matsuda
nm0829576,1,Kristen Stewart
nm0637064,1,Angelo Novi
nm0842425,1,Karl Swenson
nm0578527,1,Murray Melvin
nm0000981,1,James Brolin
nm0836328,1,John Sturges
nm2105585,1,Tobias Lindholm
nm0000071,4,James Stewart
nm0477765,1,Chie Kôjiro
nm1619626,1,Brian H. Dierker
nm0935653,1,Ray Winstone
nm0004950,1,Jennifer Garner
nm0000151,7,Morgan Freeman
nm0830818,1,Walter Stocker
nm0166979,1,John Clive
nm0651506,1,Shirô Ôsaka
nm0942195,1,Amy Wright
nm6328029,1,Piyush Gupta
nm0088177,1,Hedwig Bleibtreu
nm2945037,1,John Hofer
nm0000246,3,Bruce Willis
nm1747568,1,Eli Fucile
nm0300404,1,Choukri Gabteni
nm0001447,1,Nathan Lane
nm0806041,1,Everett Sloane
nm0160690,1,George Christy
nm0839479,1,Ngamta Suphaphongs
nm2896015,1,Lalitha Lajmi
nm0115760,1,Amanda Brugel
nm0439850,1,Roscoe Karns
nm0010736,1,Amy Adams
nm0690186,1,Ellen Pompeo
nm0193663,1,Sorcha Cusack
nm0420029,1,Kieron Jecchinis
nm0390227,2,Larry Holden
nm0308816,1,Robert Garvin
nm0232766,1,Ruth Donnelly
nm0375738,1,Tom Helmore
nm0821305,1,Jon Stafford
nm0000203,2,River Phoenix
nm0233145,1,Alison Doody
nm0080657,1,Rosa María Bianchi
nm5164600,1,Steen Ordell Guldbrand Jensen
nm0793585,1,Sumi Shimamoto
nm0016251,1,John Alban
nm0482851,1,Phil LaMarr
nm11319523,1,Elias Akobegia
nm0000825,1,Mary Badham
nm0607865,2,Emily Mortimer
nm0588553,1,Jason Miller
nm0061262,1,Bryan Batt
nm0180411,1,Abbie Cornish
nm1109153,1,Audrey Fleurot
nm0597384,1,Joseph Momo
nm0633758,1,François Nocher
nm0001891,1,Anthony Higgins
nm0446702,1,Moira Kelly
nm0873619,1,Bastian Trost
nm2437361,1,Cho Jin-woong
nm0000242,1,Mark Wahlberg
nm0021411,1,Bill Allison
nm0293589,1,Sarah Rayne
nm0108703,1,Sean Bridgers
nm0640732,2,Cathy O'Donnell
nm0942145,1,Lawrence T. Wrentz
nm0252345,1,Bengt Ekerot
nm0000640,4,Martin Sheen
nm0192942,1,Brian Hayes Currie
nm1235292,1,Kim Sang-kyung
nm6850009,1,María Rosa López Ottonello
nm0698697,1,Melissa Prophet
nm0712935,1,Michel Ray
nm0275213,1,Gabriele Ferzetti
nm0872354,1,Robert C. Treveiler
nm0340260,1,Zach Grenier
nm0001137,1,William Devane
nm0884665,1,Rosa Valetti
nm0004486,1,Bruno Ganz
nm0642937,1,Orla Pederson
nm0945522,1,Sô Yamamura
nm0342488,1,Rupert Grint
nm0082979,1,Sergio Bini Bustric
nm13682124,1,Jonathan Searle
nm0005513,1,Alanna Ubach
nm5260295,1,Brian Le
nm0746250,1,Rouïched
nm3587918,1,Kiko Cerone
nm0304679,1,Teresa Ganzel
nm0000971,1,Nicoletta Braschi
nm0001579,2,Edward James Olmos
nm1552908,1,Amir Ali Said
nm0401352,1,Endre Hules
nm0573091,1,Tony McMahon
nm0346003,1,Castulo Guerra
nm0302108,1,Zach Galifianakis
nm1306574,1,The Singer Midgets
nm0422710,1,Penn Jillette
nm0320698,1,Michel Girard
nm3814219,1,Elizabeth Judd
nm1049589,1,Dorothée Brière
nm0281909,1,Glenn Fleshler
nm0266684,1,Hampton Fancher
nm0601664,1,Muriel Moore
nm0267916,1,Franklyn Farnum
nm0809613,1,Phyllis Smith
nm0005036,1,Gale Anne Hurd
nm0047549,1,David Bailie
nm8621588,1,Luis Rodríguez
nm0730070,1,Linus Roache
nm1616970,1,Denis Ménochet
nm1195302,1,Louise Lemoine Torrès
nm0004801,2,Nestor Carbonell
nm0861752,1,Sven-Ole Thorsen
nm0000103,1,Fairuza Balk
nm0534317,1,George Macready
nm0100889,1,Michael Bowen
nm0001532,1,John McTiernan
nm0783072,1,Serif Sezer
nm0162326,1,Tano Cimarosa
nm0027323,1,Richard Anderson
nm0628420,1,Paula Newsome
nm0202603,1,Jack Davenport
nm0002243,1,Sam Douglas
nm7779500,1,Darcy Bryce
nm0763274,1,Arnaldo Santana
nm0629202,1,Médard Niang
nm0000388,3,R. Lee Ermey
nm0001479,1,Carole Lombard
nm0190744,2,Marton Csokas
nm0186347,1,Fred Crane
nm0513520,1,Maureen Lipman
nm0824741,2,David Steen
nm0594542,1,Eiko Miyoshi
nm1840093,1,Frédéric Paquet
nm0533247,1,Kenneth MacKenna
nm0313623,3,Terry George
nm0442951,1,Seizaburô Kawazu
nm0000313,1,Jeff Bridges
nm4043618,3,Tom Holland
nm3478396,1,Luke Bracey
nm0785277,1,Pepe Serna
nm5511912,1,Salimata Kamate
nm0779427,1,Kelsey Scott
nm1886602,2,Miles Teller
nm0771696,1,Gus Schilling
nm3882173,1,Hyeon-jong Sin
nm0367838,1,Ronald Harwood
nm0747091,1,Kshirod Roy
nm6210362,1,V. Ignatov
nm0218810,2,Jeffrey DeMunn
nm0000963,1,Stephen Boyd
nm0059030,1,Luigi Bartolini
nm0380248,1,Nye Heron
nm0783263,1,Rod Sell
nm0871287,1,Henry Travers
nm0001536,4,Toshirô Mifune
nm0007232,1,Jack Gwillim
nm0285210,1,Horton Foote
nm3271473,1,Austin Stowell
nm1734745,1,Mahmut Gökgöz
nm1793993,1,Christopher Priest
nm0020307,1,Betty Allen
nm0123553,2,Corey Burton
nm0132649,1,Kimberly Campbell
nm0160417,1,Virginia Christine
nm0831471,1,Shirley Stoler
nm0931329,1,Michelle Williams
nm0278258,1,Warren Finnerty
nm0055845,1,Angus Barnett
nm0906640,1,Thomas G. Waites
nm0685559,2,Luigi Pistilli
nm0155043,1,Jack Creley
nm0000114,4,Steve Buscemi
nm0786764,1,Jafar Seyfollahi
nm0240436,1,Bee Duffell
nm0002104,2,Paulette Goddard
nm0000502,2,Christopher Lloyd
nm1310910,1,Takashi Onozuka
nm4114427,1,Anthony Allgood
nm0905152,3,Lilly Wachowski
nm0119988,1,Peter Bull
nm0301885,1,Megan Gale
nm0041172,1,Lionel Atwill
nm1782299,1,Imogen Poots
nm0377580,1,Bjarne Henriksen
nm1334850,1,Mansai Nomura
nm0506616,1,Shmuel Levy
nm0859403,1,Raymond Anthony Thomas
nm0000354,5,Matt Damon
nm0844262,1,Wladyslaw Szpilman
nm0442109,1,Charlie Kaufman
nm0001402,4,Terry Jones
nm8108902,1,Daiki Nakamura
nm0005278,1,Jerry O'Connell
nm0553468,1,Benito Martinez
nm0095029,1,Lawrence A. Bonney
nm9103142,1,Supergood Subramani
nm0716324,1,Steve Reevis
nm0903667,1,George Voskovec
nm0539616,1,Kevork Malikyan
nm0542118,1,Stephen Mangan
nm0549658,1,Richard Marquand
nm0062667,1,Alan Baxter
nm11319557,1,Jamil Ahmad
nm0000041,13,Akira Kurosawa
nm3220980,1,Pratima Kulkarni
nm0001430,1,Jack Klugman
nm0004716,2,Darren Aronofsky
nm0377416,1,Pat Henning
nm0137630,1,Karen Carlisle
nm0000216,2,Arnold Schwarzenegger
nm0843102,1,Igor Sykhra
nm0384876,1,Colette Hiller
nm0534856,1,Madhavan
nm0791877,2,Suzanne Shepherd
nm0001827,2,Ray Walston
nm0442241,1,Philip Kaufman
nm0001567,1,Connie Nielsen
nm0142576,1,Randall Carver
nm1411676,1,Mindy Kaling
nm3352804,1,Daniel Engstrup
nm0000375,2,Robert Downey Jr.
nm0618057,1,Ulrich Mühe
nm0900116,1,Mathilde Vitry
nm0323479,1,Friedrich Gnaß
nm2966510,1,Jung Ae Kwak
nm0000037,2,Gene Kelly
nm0546118,1,James Marcus
nm0002154,1,Alfred Abel
nm0118473,1,Jason Buckham
nm0797567,1,Herbert Siguenza
nm0846187,1,Hiroshi Tachikawa
nm0503983,1,Michel Lesignor
nm0000179,1,Jude Law
