id,name
nm0343722,Ted Grossman
nm0969364,Corrado Invernizzi
nm0832375,Paolo Stoppa
nm0285047,Clay Donahue Fontenot
nm1402033,Gustavo Engrácia
nm2554352,T.J. Miller
nm1346160,Josh Flitter
nm0825461,Franz Stein
nm0382718,Darryl Hickman
nm0252961,Idris Elba
nm0045124,Farida Dadi
nm0000355,Anthony Daniels
nm0001328,Howard Hawks
nm0287054,Julie Forsyth
nm0316079,Paul Giamatti
nm0798564,Eugene Silvain
nm13222819,Rajendra Sapre
nm0187199,Don Creech
nm2375857,Ron Chernow
nm0593372,Grant Mitchell
nm1940449,Andrew Garfield
nm0001725,Omar Sharif
nm0298412,Donald Fullilove
nm1248280,Emerson Gomes
nm0411980,Mark Ivanir
nm0294892,Gertrud Fridh
nm0000511,Shirley MacLaine
nm0002231,Gian Maria Volontè
nm2581730,Tai-Li Lee
nm1293885,Bobby Moynihan
nm0386877,Patricia Hitchcock
nm0096470,Nick Borgani
nm0139214,Memmo Carotenuto
nm0051509,Eric Bana
nm1751233,Maeve Andrews
nm0000093,Brad Pitt
nm0204425,Daniel Davis
nm0824882,Burr Steers
nm12329614,Kôzô Hashida
nm2162499,Rodrigo Fernandez-Stoll
nm0353024,Mary Ann Haenel
nm0005476,Hilary Swank
nm0586882,Tom Milanovich
nm0000244,Sigourney Weaver
nm0403288,Gottfried Huppertz
nm0853140,Sandra Taylor
nm4646101,Kanami Satô
nm0356004,Porter Hall
nm0542631,Abby Mann
nm0410429,Nate Irwin
nm0367516,Forrester Harvey
nm0578054,Jay Mello
nm0938231,Frank Wolff
nm0831889,George E. Stone
nm1128592,Katarina Cas
nm0445669,Jason Keller
nm0188829,Kathy Cronkite
nm0611148,Wanja Mues
nm0810083,Symba
nm0642988,Jack Oakie
nm0709056,Peter Ramsey
nm0000321,Gabriel Byrne
nm0483766,Jake LaMotta
nm0622288,Jeff Nathanson
nm0701012,Edna Purviance
nm5057209,Ritvik Sahore
nm0959090,Mark Zycon
nm0158846,Kenneth Choi
nm2006513,Joe Williamson
nm0000416,Terry Gilliam
nm0757076,Chika Sakamoto
nm7737266,Roman Guerriero
nm1178560,Jonathan Haagensen
nm0275264,Joachim Fest
nm0177528,Danny Cooksey
nm0031398,Lou Antonio
nm3562961,Shin'ya Hamazoe
nm0871876,Les Tremayne
nm0072533,Jodi Benson
nm0411763,Toshiya Ito
nm0001825,Andrew Kevin Walker
nm0330240,Hannah Gordon
nm0221782,Jo Dest
nm1747313,Mariano Argento
nm0865949,Goya Toledo
nm0001653,Stephen Rea
nm0001054,Joel Coen
nm0004715,Will Arnett
nm0341518,Hugh Griffith
nm0950784,Masayuki Yui
nm0639321,Dan O'Bannon
nm1390122,Kim Hae-sook
nm0856196,Nino Terzo
nm1067468,Lillian Crane
nm0004626,Kareena Kapoor
nm0493200,Denis Lawson
nm0721637,Cecil Reynolds
nm0074834,Mary Kay Bergman
nm0364748,Harriet Sansom Harris
nm0760778,Fatima Sana Shaikh
nm1085333,Mila Espiga
nm0913095,Ruth Warrick
nm0037539,Vladimir Arsenev
nm1480102,Richard Edge
nm0214924,Carter DeHaven
nm0852466,Holland Taylor
nm4377096,T.J. Gnanavel
nm0462182,Makoto Kobori
nm1538716,C.C. Cruson
nm0748785,Stuart Rudin
nm0131987,Hy Pyke
nm2207222,Scott Eastwood
nm0744429,Terry Rossio
nm0588486,Hugh Miller
nm0822062,John Standing
nm3796951,Geun-hee Won
nm0680983,Elliot Page
nm10700274,Hyun-jun Jung
nm0002869,Mario Gallo
nm0000147,Colin Firth
nm1063517,Kathryn Hahn
nm4790129,Kyla-Drew
nm0919798,Frank Welker
nm3587916,Rudy Romano
nm1254805,Manolo Solo
nm0005286,Haley Joel Osment
nm0051862,Lisa Banes
nm0009318,Olga Abrego
nm5038871,Annika Wedderkopp
nm0722636,John Rhys-Davies
nm0782157,Seguna
nm0916131,Jack Webb
nm0142145,Angela Cartwright
nm4523607,Zarrin Darnell-Martin
nm0264577,Miri Fabian
nm6748436,Dafne Keen
nm0232019,James Donald
nm0238898,Daphne Du Maurier
nm0025255,Gene Amoroso
nm0199774,Isa Danieli
nm0851427,Bernd Tauber
nm0031509,Vittorio Antonucci
nm0800302,Michel Simon
nm0029074,Livio Andronico
nm0931463,Peter Williams
nm0083081,Edward Binns
nm1480980,Emma Donoghue
nm0447913,Arthur Kennedy
nm5645519,Anthony Gonzalez
nm2492819,Rosie Huntington-Whiteley
nm1577637,Josh Stewart
nm0590189,Shirley Mills
nm0001466,Sergio Leone
nm0005363,Guy Ritchie
nm9362778,Selah Atwood
nm1027683,Leona Aderias
nm1347153,Tyler Perry
nm0000643,Tom Skerritt
nm0911486,David S. Ward
nm3596027,Juan José Ortíz
nm0802019,Rachel Singer
nm0005531,Donnie Wahlberg
nm0000237,John Travolta
nm1501738,Ahna O'Reilly
nm1184258,William Monahan
nm0321291,Turi Giuffrida
nm1983181,Donna Sorbello
nm0075900,Thomas Bermingham
nm0002078,Frederic Forrest
nm0000342,James Cromwell
nm0004951,Brad Garrett
nm9862859,Yordanos Shiferaw
nm0419645,Tony Jay
nm0000122,Charles Chaplin
nm0654868,Yasujirô Ozu
nm0147312,Laura Cayouette
nm0671567,Michael Peña
nm0000470,Jeffrey Jones
nm0337582,Adolph Green
nm5765775,Fadi Yousef
nm0187914,Kernan Cripps
nm0272224,Heino Ferch
nm0330438,Matt Gordon
nm0226746,Frank DiLeo
nm0321274,Mariella Lo Giudice
nm1130610,Darlan Cunha
nm3057402,Bee Vang
nm0314870,Daniel Gerson
nm0001101,Ted Danson
nm0832407,Arthur Storch
nm0780410,Christine Seabrook
nm12329617,Hajime Maki
nm0002350,Jim Meskimen
nm0386412,Kimiko Hiroshige
nm0376101,David Hemmings
nm0725220,Daniel Richter
nm0438306,Mady Kaplan
nm0212939,Ron Dean
nm0865302,Tony Todd
nm0060904,Florence Bates
nm0000949,Cate Blanchett
nm0532943,Bob Mack
nm0001748,Kurtwood Smith
nm0825692,Victor Steinbach
nm12329619,Mika Sekita
nm0074036,Bob Bergen
nm0006765,Vidhu Vinod Chopra
nm0125952,Eddie Byrne
nm0715768,Ana Reeder
nm1754059,Natalie Dormer
nm0370821,Richard Haydn
nm0000708,Billy Zane
nm0624582,Harry Nehring
nm0000157,Linda Hamilton
nm6210360,S. Sinyavskiy
nm0062657,David Baxt
nm0668110,Collin Wilcox Paxton
nm0935041,Sally Wingert
nm1323286,Kwang-rim Kim
nm0706554,Joseph Ragno
nm0997115,Miyu Irino
nm4158239,Dana Gourrier
nm0005458,Jason Statham
nm2295540,Natalie Morales
nm0080641,Massimo Bianchi
nm0306786,Reginald Gardiner
nm0405035,Wilfrid Hyde-White
nm3303059,Tallie Medel
nm0400902,Robin Hughes
nm0147436,Roberto Cañedo
nm0840657,Reiko Suzuki
nm0024197,Shichisaburô Amatsu
nm0156618,Bliss Chevalier
nm0712205,Héloïse Rauth
nm0400606,Frank John Hughes
nm0588033,Carl Miller
nm0108595,Paul Brickhill
nm0000380,Robert Duvall
nm0037247,Guillermo Arriaga
nm0222074,Ernst Deutsch
nm0270035,Jan Fedder
nm0195421,Brian d'Arcy James
nm0283170,Bess Flowers
nm0174840,Gerry Conlon
nm0002056,Christine Ebersole
nm1400913,Michael Berry Jr.
nm0000411,Edward Furlong
nm4271336,Shameik Moore
nm0001104,Frank Darabont
nm0000432,Gene Hackman
nm0000201,Michelle Pfeiffer
nm0001592,Joe Pantoliano
nm0683253,Rosamund Pike
nm0780528,Douglas Seale
nm1203041,Dae-han Ji
nm0279206,Harry Fischler
nm0706954,M.K. Raina
nm0007646,Frank Abagnale Jr.
nm1605114,Christian McKay
nm0803561,Gunnar Sjöberg
nm0549134,John Marley
nm0201045,Georgine Darcy
nm0810686,Dick Smothers
nm0640055,Deirdre O'Connell
nm10928013,Daniel Marks
nm0000142,Clint Eastwood
nm0683380,Nicholas Pileggi
nm0741714,Tim Rose
nm0726043,Harry Riebauer
nm0222436,Aparna Devi
nm0000397,Corey Feldman
nm0455435,Sally Kinghorn
nm0152312,Brenda Chapman
nm0922068,Ford West
nm0000601,Harold Ramis
nm0716408,Elizabeth Regen
nm0657333,Chuck Palahniuk
nm0219825,Crahan Denton
nm10735745,Masayo Sakai
nm5570266,Haridhan Nag
nm0074186,Grete Berger
nm0005678,Dean Cundey
nm0437969,MacKinlay Kantor
nm0000059,Laurence Olivier
nm0000298,Candice Bergen
nm0170381,Tim Colceri
nm0294558,Ellen Frey
nm0202966,Keith David
nm1591232,Tony Bentley
nm0248417,Lourdes Echevarría
nm0866736,Nakajirô Tomita
nm0000609,Ving Rhames
nm0001679,Mark Rolston
nm1248992,Robson Rocha
nm0430785,Abhijat Joshi
nm0007808,Abdullah Abbas
nm0000965,Danny Boyle
nm0535991,Pupella Maggio
nm0915912,Malcolm Weaver
nm0143596,Jim Cash
nm5655733,Sydney James Harcourt
nm0182839,Marion Cotillard
nm12329616,Masahiro Kanetake
nm0000500,Richard Linklater
nm0005266,Craig T. Nelson
nm0001015,Robert Carlyle
nm0832380,Ed Stoppard
nm1791933,Neil McCarthy
nm0793616,Yukiko Shimazaki
nm0052343,Subir Banerjee
nm0000696,Wil Wheaton
nm0470775,Vladimir Kremena
nm1067463,Elsie Codd
nm0361717,Daijirô Harada
nm0060924,Jimmy Bates
nm7135999,Michio Denpô
nm2540053,Tanay Chheda
nm1506981,Bashir Salahuddin
nm0754272,Yacef Saadi
nm0301977,Tony Galento
nm0583675,Menno Meyjes
nm0084627,Carol Bivins
nm0057118,Dorothy Barrett
nm0936894,Rowan Witt
nm0001167,Shelley Duvall
nm0129127,Pasquale Cajano
nm0534151,Béatrice Macola
nm0451148,Aamir Khan
nm0842614,Madeleine Swift
nm0443856,James Keane
nm0931508,Rebecca Williams
nm1814260,Christopher Massey
nm0921532,Otto Wernicke
nm0571375,Joseph McKenna
nm1727304,Domhnall Gleeson
nm0140809,Edwina Carroll
nm3797369,Sergio López Santana
nm0395012,Geoffrey Horne
nm0001812,Lee Van Cleef
nm0705356,Daniel Radcliffe
nm0000180,David Lean
nm0143547,Sue Casey
nm0254645,Ted Elliott
nm0913488,Kerry Washington
nm0000671,Billy Bob Thornton
nm0049852,Bill Baldwin
nm0310086,James Gaulke
nm0358749,Nicholas Hammond
nm0501435,Kasi Lemmons
nm1167933,Damián Szifron
nm0254379,Beverley Elliott
nm2871955,Harrison Taylor
nm3638213,Johnathan Geare
nm1542291,Christopher Carley
nm0000108,Luc Besson
nm0003923,Rodger Boyce
nm0002075,Peter Finch
nm0525181,Krzysztof Luft
nm0532489,Pablo Machado
nm0825010,Joseph Stefano
nm0792177,Jamey Sheridan
nm1067466,Estelle Cook
nm1800621,Lebo Mashile
nm0192326,Jack Cunningham
nm0557779,Chas Mastin
nm0454236,Richard Kind
nm0020300,Bernie Allen
nm0788288,Harry Shannon
nm0572597,Lenny McLean
nm0559444,Yôji Matsuda
nm0829576,Kristen Stewart
nm0637064,Angelo Novi
nm0842425,Karl Swenson
nm0578527,Murray Melvin
nm0000981,James Brolin
nm0836328,John Sturges
nm2105585,Tobias Lindholm
nm0000071,James Stewart
nm0477765,Chie Kôjiro
nm1619626,Brian H. Dierker
nm0935653,Ray Winstone
nm0004950,Jennifer Garner
nm0000151,Morgan Freeman
nm0830818,Walter Stocker
nm0166979,John Clive
nm0651506,Shirô Ôsaka
nm0942195,Amy Wright
nm6328029,Piyush Gupta
nm0088177,Hedwig Bleibtreu
nm2945037,John Hofer
nm0000246,Bruce Willis
nm1747568,Eli Fucile
nm0300404,Choukri Gabteni
nm0001447,Nathan Lane
nm0806041,Everett Sloane
nm0160690,George Christy
nm0839479,Ngamta Suphaphongs
nm2896015,Lalitha Lajmi
nm0115760,Amanda Brugel
nm0439850,Roscoe Karns
nm0010736,Amy Adams
nm0690186,Ellen Pompeo
nm0193663,Sorcha Cusack
nm0420029,Kieron Jecchinis
nm0390227,Larry Holden
nm0308816,Robert Garvin
nm0232766,Ruth Donnelly
nm0375738,Tom Helmore
nm0821305,Jon Stafford
nm0000203,River Phoenix
nm0233145,Alison Doody
nm0080657,Rosa María Bianchi
nm5164600,Steen Ordell Guldbrand Jensen
nm0793585,Sumi Shimamoto
nm0016251,John Alban
nm0482851,Phil LaMarr
nm11319523,Elias Akobegia
nm0000825,Mary Badham
nm0607865,Emily Mortimer
nm0588553,Jason Miller
nm0061262,Bryan Batt
nm0180411,Abbie Cornish
nm1109153,Audrey Fleurot
nm0597384,Joseph Momo
nm0633758,François Nocher
nm0001891,Anthony Higgins
nm0446702,Moira Kelly
nm0873619,Bastian Trost
nm2437361,Cho Jin-woong
nm0000242,Mark Wahlberg
nm0021411,Bill Allison
nm0293589,Sarah Rayne
nm0108703,Sean Bridgers
nm0640732,Cathy O'Donnell
nm0942145,Lawrence T. Wrentz
nm0252345,Bengt Ekerot
nm0000640,Martin Sheen
nm0192942,Brian Hayes Currie
nm1235292,Kim Sang-kyung
nm6850009,María Rosa López Ottonello
nm0698697,Melissa Prophet
nm0712935,Michel Ray
nm0275213,Gabriele Ferzetti
nm0872354,Robert C. Treveiler
nm0340260,Zach Grenier
nm0001137,William Devane
nm0884665,Rosa Valetti
nm0004486,Bruno Ganz
nm0642937,Orla Pederson
nm0945522,Sô Yamamura
nm0342488,Rupert Grint
nm0082979,Sergio Bini Bustric
nm13682124,Jonathan Searle
nm0005513,Alanna Ubach
nm5260295,Brian Le
nm0746250,Rouïched
nm3587918,Kiko Cerone
nm0304679,Teresa Ganzel
nm0000971,Nicoletta Braschi
nm0001579,Edward James Olmos
nm1552908,Amir Ali Said
nm0401352,Endre Hules
nm0573091,Tony McMahon
nm0346003,Castulo Guerra
nm0302108,Zach Galifianakis
nm1306574,The Singer Midgets
nm0422710,Penn Jillette
nm0320698,Michel Girard
nm3814219,Elizabeth Judd
nm1049589,Dorothée Brière
nm0281909,Glenn Fleshler
nm0266684,Hampton Fancher
nm0601664,Muriel Moore
nm0267916,Franklyn Farnum
nm0809613,Phyllis Smith
nm0005036,Gale Anne Hurd
nm0047549,David Bailie
nm8621588,Luis Rodríguez
nm0730070,Linus Roache
nm1616970,Denis Ménochet
nm1195302,Louise Lemoine Torrès
nm0004801,Nestor Carbonell
nm0861752,Sven-Ole Thorsen
nm0000103,Fairuza Balk
nm0534317,George Macready
nm0100889,Michael Bowen
nm0001532,John McTiernan
nm0783072,Serif Sezer
nm0162326,Tano Cimarosa
nm0027323,Richard Anderson
nm0628420,Paula Newsome
nm0202603,Jack Davenport
nm0002243,Sam Douglas
nm7779500,Darcy Bryce
nm0763274,Arnaldo Santana
nm0629202,Médard Niang
nm0000388,R. Lee Ermey
nm0001479,Carole Lombard
nm0190744,Marton Csokas
nm0186347,Fred Crane
nm0513520,Maureen Lipman
nm0824741,David Steen
nm0594542,Eiko Miyoshi
nm1840093,Frédéric Paquet
nm0533247,Kenneth MacKenna
nm0313623,Terry George
nm0442951,Seizaburô Kawazu
nm0000313,Jeff Bridges
nm4043618,Tom Holland
nm3478396,Luke Bracey
nm0785277,Pepe Serna
nm5511912,Salimata Kamate
nm0779427,Kelsey Scott
nm1886602,Miles Teller
nm0771696,Gus Schilling
nm3882173,Hyeon-jong Sin
nm0367838,Ronald Harwood
nm0747091,Kshirod Roy
nm6210362,V. Ignatov
nm0218810,Jeffrey DeMunn
nm0000963,Stephen Boyd
nm0059030,Luigi Bartolini
nm0380248,Nye Heron
nm0783263,Rod Sell
nm0871287,Henry Travers
nm0001536,Toshirô Mifune
nm0007232,Jack Gwillim
nm0285210,Horton Foote
nm3271473,Austin Stowell
nm1734745,Mahmut Gökgöz
nm1793993,Christopher Priest
nm0020307,Betty Allen
nm0123553,Corey Burton
nm0132649,Kimberly Campbell
nm0160417,Virginia Christine
nm0831471,Shirley Stoler
nm0931329,Michelle Williams
nm0278258,Warren Finnerty
nm0055845,Angus Barnett
nm0906640,Thomas G. Waites
nm0685559,Luigi Pistilli
nm0155043,Jack Creley
nm0000114,Steve Buscemi
nm0786764,Jafar Seyfollahi
nm0240436,Bee Duffell
nm0002104,Paulette Goddard
nm0000502,Christopher Lloyd
nm1310910,Takashi Onozuka
nm4114427,Anthony Allgood
nm0905152,Lilly Wachowski
nm0119988,Peter Bull
nm0301885,Megan Gale
nm0041172,Lionel Atwill
nm1782299,Imogen Poots
nm0377580,Bjarne Henriksen
nm1334850,Mansai Nomura
nm0506616,Shmuel Levy
nm0859403,Raymond Anthony Thomas
nm0000354,Matt Damon
nm0844262,Wladyslaw Szpilman
nm0442109,Charlie Kaufman
nm0001402,Terry Jones
nm8108902,Daiki Nakamura
nm0005278,Jerry O'Connell
nm0553468,Benito Martinez
nm0095029,Lawrence A. Bonney
nm9103142,Supergood Subramani
nm0716324,Steve Reevis
nm0903667,George Voskovec
nm0539616,Kevork Malikyan
nm0542118,Stephen Mangan
nm0549658,Richard Marquand
nm0062667,Alan Baxter
nm11319557,Jamil Ahmad
nm0000041,Akira Kurosawa
nm3220980,Pratima Kulkarni
nm0001430,Jack Klugman
nm0004716,Darren Aronofsky
nm0377416,Pat Henning
nm0137630,Karen Carlisle
nm0000216,Arnold Schwarzenegger
nm0843102,Igor Sykhra
nm0384876,Colette Hiller
nm0534856,Madhavan
nm0791877,Suzanne Shepherd
nm0001827,Ray Walston
nm0442241,Philip Kaufman
nm0001567,Connie Nielsen
nm0142576,Randall Carver
nm1411676,Mindy Kaling
nm3352804,Daniel Engstrup
nm0000375,Robert Downey Jr.
nm0618057,Ulrich Mühe
nm0900116,Mathilde Vitry
nm0323479,Friedrich Gnaß
nm2966510,Jung Ae Kwak
nm0000037,Gene Kelly
nm0546118,James Marcus
nm0002154,Alfred Abel
nm0118473,Jason Buckham
nm0797567,Herbert Siguenza
nm0846187,Hiroshi Tachikawa
nm0503983,Michel Lesignor
nm0000179,Jude Law
nm0752876,Thomas Jay Ryan
nm0059431,Jay Baruchel
nm0565133,Francis X. McCarthy
nm0001633,Annie Potts
nm0000685,Jon Voight
nm2890541,Josh Helman
nm2016172,Sofía Espinosa
nm0579155,Sergio Mendizábal
nm0000314,Charles Bronson
nm0000983,Albert Brooks
nm0846480,Cary-Hiroyuki Tagawa
nm0000992,Billie Burke
nm8664806,Anmol Charan
nm0740535,Stephen Root
nm1421814,Suriya
nm0330139,Deni Gordon
nm0586568,Mads Mikkelsen
nm0125653,Ezra Buzzington
nm0005251,Carrie-Anne Moss
nm0278125,John Finn
nm0700422,William Pullen
nm0830740,Nigel Stock
nm0533692,Barton MacLane
nm0000531,Frances McDormand
nm0335171,Elisabeth Granli
nm0000751,Suzy Amis
nm8337482,Maggie Nixon
nm0000763,Dana Andrews
nm11314493,Woo Go-na
nm0446404,George Kelly
nm0001003,Simon Callow
nm0375609,Brigitte Helm
nm0000952,Hart Bochner
nm0626221,Tommaso Neri
nm2491885,Eun-yeong Kim
nm0002663,Diane Ladd
nm0312764,Veriano Ginesi
nm1179105,Alexandre Rodrigues
nm0931324,Michael Kenneth Williams
nm0151104,Spencer Chan
nm0249602,William Edmunds
nm0000568,Frank Oz
nm3770662,Carla Medina
nm0430817,Sharman Joshi
nm4723068,Ali Fattahi
nm0251646,Paul Eiding
nm10201626,Cedra Izzam
nm0025595,Isabel Analla
nm0866055,James Tolkan
nm0612322,Robert Mulligan
nm0000596,Jonathan Pryce
nm0086262,Isla Blair
nm0000741,Tim Allen
nm0363857,Frank Harper
nm0052333,Kanu Bannerjee
nm0219336,Barry Dennen
nm0849100,Yûko Tanaka
nm0875630,William Tubbs
nm0293099,Bert Freed
nm12329615,Kazumi Nozaki
nm0768566,Kyû Sazanka
nm0020632,John Edward Allen
nm11432328,Kim Jin Hyung
nm0065307,William Beck
nm0094036,Rudy Bond
nm0313447,Heinrich George
nm0397608,Sidney Howard
nm0594959,Serge Moati
nm0000906,Annette Bening
nm0516972,Gary Lockwood
nm0297578,Patrick Fugit
nm0825519,John Stein
nm0741627,Reginald Rose
nm0026930,John Anderson
nm3588709,Mitsuko Ishida
nm0662981,Michael Parks
nm0335275,Beth Grant
nm4903282,Tyler Kimball
nm0501665,Roberta Lena
nm0781700,José Sefami
nm0568988,Nicholas McGaughey
nm0001235,William Forsythe
nm0596520,Gerald R. Molen
nm0000697,Billy Wilder
nm1483939,Marcus Chait
nm0066724,William Begg
nm0619330,Yuriy Nagibin
nm0701408,Aleksandr Pyatkov
nm0144087,Kent Cassella
nm0153750,Duane Chase
nm0773946,Michael Schneider
nm0950267,Henny Youngman
nm0128906,James M. Cain
nm0232817,Robert Donner
nm0090796,Martin Boddey
nm0903189,Hertha von Walther
nm0607694,Fulvio Morsella
nm0568959,Tim McGarry
nm0286025,Carl Foreman
nm0460795,Andrew Knight
nm1322404,Byun Hee-Bong
nm0629933,William Nicholson
nm1404223,Luis Otávio
nm0000485,Fritz Lang
nm0060845,Barbara Bates
nm0807580,C. Aubrey Smith
nm0068209,Fred Bell
nm0790164,Konstantin Shayne
nm0752686,Madge Ryan
nm0343857,Sylvester Groth
nm0579663,Adolphe Menjou
nm0403346,Georg Hurdalek
nm0006535,Doug Hutchison
nm0477810,Juliane Köhler
nm0753716,Albert Rémy
nm0001991,Leo G. Carroll
nm0769137,Jack Scardino
nm1463981,Cagan Irmak
nm0797746,Joseph Sikora
nm0181300,Rita Cortese
nm0559922,Al Matthews
nm0677944,Alistair Petrie
nm0112560,Gunnel Broström
nm0902376,Thea von Harbou
nm6087055,Atsuo Omote
nm0570230,Kathryn McGuire
nm0000358,Daniel Day-Lewis
nm0005323,Paula Poundstone
nm0001315,Marcia Gay Harden
nm0202501,Richard Davalos
nm0473228,Hardy Krüger
nm2124742,Stephen P. Lindsey
nm0439307,Babak Karimi
nm0886870,Peter van Eyck
nm1796730,Xolani Mali
nm0633947,Ulrich Noethen
nm1045739,Max Kasch
nm0005154,Lucy Liu
nm0181922,Tony Cosmo
nm0073053,Leonardo Benvenuti
nm0001497,Tobey Maguire
nm2029107,Julius Callahan
nm6210353,Stanislav Marin
nm0371088,John Michael Hayes
nm0620206,Nobuo Nakamura
nm0001120,Vittorio De Sica
nm10201625,Kawsar Al Haddad
nm0144710,Richard S. Castellano
nm9273822,Adam Hugill
nm0789001,Anthony Sharp
nm0883609,Luis Valdez
nm0084761,Björn Bjelfvenstam
nm1195119,Kim Min-hee
nm0360165,Peter Hanly
nm0549280,Hugh Marlowe
nm0000955,Ward Bond
nm1800416,Seung-shin Lee
nm0118227,Sidney Buchman
nm6210357,G. Polunin
nm3199538,Josefine Gråbøl
nm0000895,Barbara Bel Geddes
nm0172172,Bob Collins
nm0328751,Caroline Goodall
nm0606658,John Morris
nm0318821,Aidan Gillen
nm1587175,Mona Singh
nm1862960,Chris Jackson
nm11991298,Nina Evdokimova
nm2553988,Pip Carter
nm0000494,Robert Sean Leonard
nm0252230,Chiwetel Ejiofor
nm1328749,Justin Mader
nm0768005,Yasuko Sawaguchi
nm5147838,Andy Le
nm0652663,Patton Oswalt
nm0897640,Mónica Villa
nm0520164,Perry Lopez
nm0901024,Torsten Voges
nm0959003,Stefan Zweig
nm0865918,Éric Toledano
nm0001251,Peter Gallagher
nm2020015,Ege Tanman
nm0749263,Mark Ruffalo
nm0218556,Julia Fletcher
nm0089217,Orlando Bloom
nm0184309,Daniel Couturier
nm0091286,Earl Boen
nm0559472,Norio Matsui
nm0125379,Haymon Maria Buttinger
nm1312575,Olivia Wilde
nm0515254,Jay Livingston
nm0000583,Wolfgang Petersen
nm7918162,Chelsey Goldsmith
nm0384908,Wendy Hiller
nm0587060,Ben Miles
nm0046564,Ross Bagdasarian
nm0496866,Bernard Lee
nm4554786,Emma Henry
nm0526199,Kátia Lund
nm0000513,William H. Macy
nm0141953,T.K. Carter
nm0012447,Lillian Adrian
nm1978402,Ha Jung-woo
nm0814280,Song Kang-ho
nm0372217,Anthony Heald
nm0777230,George 'Red' Schwartz
nm0690691,Erich Ponto
nm0782132,Pierre Segui
nm0134774,Mickey Cantwell
nm0000812,Roger Avary
nm0576127,Ralph Meeker
nm1517976,Chris Pine
nm0914612,Emma Watson
nm0001321,Richard Harris
nm0778992,Cynthia Dale Scott
nm0343371,Gene Gross
nm0826039,Jake Steinfeld
nm0400223,Neal Huff
nm6210356,Vladimir Khlestov
nm0148755,Saturno Cerra
nm0540595,Peter Maloney
nm0555404,María Marull
nm0236628,Héctor Drachtman
nm0384494,Marianna Hill
nm0000076,François Truffaut
nm0275286,David S. Goyer
nm0000619,Tim Roth
nm0827307,Bob Stephenson
nm0943487,Martin Wuttke
nm0342029,Frank Grillo
nm0452009,Leleti Khumalo
nm0744834,Eli Roth
nm0794002,Yoshiko Shinohara
nm0311155,Michael V. Gazzo
nm0559581,Tatsuo Matsumura
nm0615306,Tom Murray
nm0632757,Kô Nishimura
nm0913418,Dan Washington
nm0001385,Eric Idle
nm1325300,Seo-hie Ko
nm0000012,Bette Davis
nm4552893,Thomas Solivérès
nm0316701,Mary Gibbs
nm3559559,Rao Ramesh
nm0000514,Michael Madsen
nm6588867,Anthony Ramos
nm3189957,Anurag Arora
nm7621669,Suhani Bhatnagar
nm0000979,Wilford Brimley
nm0757064,S.Z. Sakall
nm0936537,William Wisher
nm0313308,Georg John
nm0743768,Ricco Ross
nm0297054,Gustav Fröhlich
nm0226376,Max Dietze
nm0838412,Frank Sully
nm0001556,David Morse
nm0477553,Machiko Kyô
nm2871847,Stockton Taylor
nm0428086,Freddie Jones
nm0662562,Anthony Ray Parker
nm0526090,Selene Luna
nm0411790,Shigesato Itoi
nm9005319,Sydney Brower
nm0370729,Dennis Hayden
nm0000075,Spencer Tracy
nm0570615,John McIntire
nm0000537,Steve McQueen
nm0450181,Ken Kesey
nm0004916,Conchata Ferrell
nm0462895,David Koepp
nm5580026,Rampada Das
nm0657874,Eugene Pallette
nm0000054,Marilyn Monroe
nm0881279,Lee Unkrich
nm0107808,Carl Bressler
nm0108436,Dominique Briand
nm0486538,Noel Langley
nm0926235,James Whitmore
nm0591450,Rob Minkoff
nm0371660,Dennis Haysbert
nm3860305,Lola Kirke
nm0644314,Grégoire Oestermann
nm0616729,Harry Myers
nm0778737,Charles Scorsese
nm0075321,Christian Berkel
nm0000466,Jean-Pierre Jeunet
nm1244760,Amole Gupte
nm0003586,Theo Lingen
nm3453283,Dan Kwan
nm0006969,Elizabeth Banks
nm0738918,Lou Romano
nm0368689,Leila Hatami
nm0388076,John Hodge
nm0829189,Avril Stewart
nm0005113,Eriq La Salle
nm0801737,Upton Sinclair
nm0665874,John Patrick
nm0467566,Yoshio Kosugi
nm0625729,Sandy Nelson
nm0225944,August Diehl
nm0790064,Joan Shawlee
nm0001526,Patrick McGoohan
nm0315933,Alice Ghostley
nm6850008,Carlos Alberto Vavassori
nm0904967,Luna Lauren Velez
nm0267812,Vera Farmiga
nm0945222,Isuzu Yamada
nm0001673,Jason Robards
nm0111401,William Bronder
nm0620235,Tadashi Nakamura
nm8958189,Adnan Kundi
nm3237775,Mackenzie Foy
nm0270625,JJ Feild
nm0338746,Ellen Greene
nm0662223,Eleanor Parker
nm0778734,Catherine Scorsese
nm0000285,Alec Baldwin
nm0840339,Juana Sutton
nm4715538,Sohibanoo Zolqadr
nm7621668,Zaira Wasim
nm0879895,César Vea
nm6639989,Danny Ramirez
nm0341737,Rachel Griffiths
nm0006471,Elsa Lanchester
nm0731271,Jonathan Roberts
nm0307311,Louis Garfinkle
nm0691555,Nils Poppe
nm0494922,Zoe Leader
nm0714114,Jim Reardon
nm0000614,Alan Rickman
nm0386405,Masashi Hirose
nm0153366,Jordan Charney
nm0098734,Sam Bottoms
nm0441353,Haruko Katô
nm0026364,Anthony Anderson
nm1064968,Frances Cochran
nm0272401,Craig Ferguson
nm0004170,Bob Kane
nm0166359,David Clennon
nm0000195,Bill Murray
